id,epoch,grad_norm,learning_rate,model_norm,train_loss,train_score,val_loss,val_score,grad_norm_std,learning_rate_std,model_norm_std,train_loss_std,train_score_std,val_loss_std,val_score_std,name,lr,lr_schedule,weight_decay,beta,bias_correction,dampening,momentum
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,0,1.0590857863426208,0.0001,217.61858113606772,1.9831864095052083,0.2563933333333333,1.9373185587565105,0.2618,0.1241787543307188,0.0,4.4048329861659305e-05,0.0015421568999772527,0.00647074441879241,0.002750085431238537,0.008489405161729545,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,1,1.5372730493545532,0.0001,217.66431681315103,1.7328679968261718,0.36177333333333334,1.6582028238932291,0.3698333333333333,0.3256694088089389,0.0,0.0015983414630087738,0.003885761329231919,0.002630690657096195,0.006688899993374141,0.001209683154108255,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,2,1.6647674242655437,0.0001,217.71709696451822,1.5487762223307293,0.4384666666666666,1.4774460673014322,0.4482333333333333,0.20568732855835273,0.0,0.0005036170977534817,0.00898399318851053,0.0041307787804883995,0.008226443765246984,0.0005859465277082641,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,3,1.5686687628428142,0.0001,217.7435506184896,1.4543137748209636,0.47456000000000004,1.381893046061198,0.4853,0.26541847798068924,0.0,0.0009924470932347633,0.008112496150764335,0.004022884537244404,0.0147385717929548,0.004744470465710586,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,4,1.6851596037546794,0.0001,217.76344299316406,1.4095618375651042,0.49463999999999997,1.3439571411132814,0.4997,0.26187097692175915,0.0,0.0003435769729369416,0.018207616295820565,0.001247557613900028,0.01989903714895964,0.0033151168908501817,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,5,1.670171896616618,0.0001,217.78337605794272,1.3533195369466144,0.5164,1.2937809651692709,0.5225666666666667,0.190289131783386,0.0,0.00077088352740084,0.011585482740003537,0.004308456800294023,0.015643272337530184,0.001724335620850302,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,6,1.6173169612884521,0.0001,217.8027547200521,1.316243750813802,0.5277066666666667,1.2397320048014322,0.5378666666666666,0.24784486061301073,0.0,0.001696564183008245,0.01587011797627543,0.006299597870763873,0.00775210085407378,0.006686055139866414,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,7,1.9452002843221028,0.0001,217.8227742513021,1.2759230021158856,0.5439133333333334,1.2073641316731771,0.5535666666666667,0.33588443067471374,0.0,0.001826747490777725,0.010131029150635467,0.004562031711127561,0.011129525032570938,0.0044467216388406035,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,8,1.8540873924891155,0.0001,217.843505859375,1.2611349039713542,0.55312,1.204256953938802,0.5558,0.2035740675944435,0.0,0.0028553512303791198,0.044581328142322185,0.010152654825216918,0.04762094210190964,0.007528612089887486,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,9,1.7117048501968384,0.0001,217.8653361002604,1.2296467919921874,0.56228,1.1734199890136718,0.5671333333333334,0.19367202891998422,0.0,0.0026239941700330676,0.024301461558454297,0.005537616815923659,0.029200488243595325,0.005430776494511014,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,10,1.733272631963094,0.0001,217.88558959960938,1.1834437131754558,0.5766,1.133923817952474,0.5796333333333333,0.3438362854174069,0.0,0.0014462080320419711,0.007158032682410487,0.0010432641084595507,0.01578204717097629,0.0029263173671584563,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,11,1.641096790631612,0.0001,217.9068603515625,1.1700739872233072,0.58526,1.1163089477539063,0.5881333333333333,0.11213052915477924,0.0,0.0019648320290612154,0.016114157010297725,0.004753398784028106,0.016816051520358703,0.005372460640463857,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,12,1.858545144399007,0.0001,217.92731730143228,1.1467061889648438,0.5907066666666667,1.0882468811035155,0.5954666666666667,0.33034663464394515,0.0,0.002375344732428741,0.006324272557485177,0.003568435698360466,0.007659065340551222,0.002458319208999011,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,13,1.5923210779825847,0.0001,217.94871520996094,1.1214542889404298,0.6002133333333334,1.0585264587402343,0.6051333333333333,0.12242750893596989,0.0,0.0032669847773959763,0.00974334268099,0.0037032058183867236,0.011167509288464602,0.00231804515342854,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,14,1.7890989383061726,0.0001,217.97093709309897,1.1340346207682293,0.5995199999999999,1.0773434224446614,0.6028666666666667,0.3355909455282064,0.0,0.0032882719932360058,0.06891719266313848,0.021004409060956748,0.05311763108143953,0.018692333544352666,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,15,1.5605543454488118,0.0001,217.99357096354166,1.0724441811116536,0.6174933333333333,1.0252209869384765,0.6190666666666667,0.16966719442476952,0.0,0.0036843683035940153,0.008212905834273723,0.0018150849383247497,0.008835128955945284,0.0016165807537309822,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,16,1.674831748008728,0.0001,218.01592508951822,1.0768696980794272,0.6169266666666666,1.0283386423746745,0.6149,0.1882293672287361,0.0,0.0032277418718281176,0.013945930644386076,0.002314937004182452,0.013584786053052234,0.004877499359302852,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,17,1.712531050046285,0.0001,218.03844197591147,1.051124672648112,0.6258466666666667,1.0070146423339843,0.6219333333333333,0.21680386485294165,0.0,0.0025021312490381017,0.0033284696541050636,0.0023911782311934865,0.003650791052342555,0.0005773502691896744,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,18,1.6050162315368652,0.0001,218.06088256835938,1.034144178466797,0.6320533333333334,0.9912112701416017,0.6301,0.02502963093400807,0.0,0.0015613999070384463,0.010662019185211364,0.003480019157035405,0.0254717150590816,0.007357309290766543,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,19,1.6949799060821533,0.0001,218.0830535888672,1.0136755480957031,0.63522,0.9857056793212889,0.6292,0.2518274689552527,0.0,0.002056089977803333,0.005220650594528405,0.004906607789501852,0.00443471774676168,0.006863672486358925,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,20,1.5785236358642578,0.0001,218.1071319580078,0.9841237200927734,0.6466066666666667,0.9533547322591146,0.6432000000000001,0.13374330174890764,0.0,0.0012883515275763974,0.0037738115201606166,0.001083389742121146,0.0012059058003295472,0.0037643060449437044,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,21,1.5375298261642456,0.0001,218.13326009114584,0.9796563791910806,0.6499133333333333,0.9550678955078125,0.6448333333333333,0.2660557555601721,0.0,0.00219781303650988,0.009393978959837332,0.0021602160385788666,0.009893968632804341,0.004006661120351135,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,22,1.696767012278239,0.0001,218.1589101155599,0.9859571748860677,0.6478333333333334,0.9504269897460937,0.6450333333333333,0.22639218225784452,0.0,0.00020319604853580054,0.0060304938204783914,0.0011686459401090653,0.004032271982979072,0.0028919428302325045,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,23,1.6625337998072307,0.0001,218.18360392252603,0.9548638771565755,0.6590266666666666,0.9420679707845051,0.6504666666666666,0.08625344483830794,0.0,0.0006814263816842636,0.008187508014145741,0.00046918368826436545,0.014660992282743401,0.0010263202878893647,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,24,1.581883470217387,0.0001,218.21046447753906,0.9497043709309896,0.6613466666666666,0.9359972564697266,0.6559333333333334,0.04634598310481507,0.0,0.0015515269977468514,0.022810420423273966,0.005417354828081089,0.01467903385439348,0.004966219219218325,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,25,1.5317345062891643,0.0001,218.2353769938151,0.9215669584147136,0.6700933333333333,0.9052948415120442,0.6604666666666666,0.1698574243141016,0.0,0.0010816892319746784,0.011548721153903188,0.003769473880176589,0.008184512701868549,0.0023860706890897147,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,26,1.7144092321395874,0.0001,218.2630411783854,0.9007388273111978,0.6767866666666666,0.8903152699788413,0.6652666666666667,0.04337244088164234,0.0,0.0028275048048297044,0.00910636992940717,0.002324507116214825,0.014222667778197034,0.0032715949219506487,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,27,1.7401139736175537,0.0001,218.2910614013672,0.8935050563557944,0.6794133333333333,0.8799141082763672,0.6709333333333333,0.09855687101639478,0.0,0.003008884635182457,0.001345231836867095,0.002767983622302204,0.0027303936630932776,0.0036253735439722417,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,28,1.8132867018381755,0.0001,218.31767781575522,0.9011630647786458,0.67604,0.8893330108642578,0.6686666666666667,0.07958613037263203,0.0,0.004298792035725104,0.024319252391241816,0.005780415210000073,0.019505266938983856,0.005105226080531033,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,29,1.8827853600184123,0.0001,218.34614054361978,0.890905196126302,0.6819266666666667,0.8889063568115234,0.6709333333333333,0.3500776511622467,0.0,0.004785092346902688,0.026480632498717134,0.009490886857050502,0.022405562340931093,0.006642539674953607,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,30,1.6158939202626545,0.0001,218.3753916422526,0.8563687335205078,0.6915,0.8646975992838541,0.6757,0.10499742386428211,0.0,0.004157574364343481,0.007002015148719917,0.0036041642581880664,0.011660945927091172,0.005543464620614098,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,31,1.7565780480702717,0.0001,218.40345255533853,0.8703174542236328,0.68696,0.8873169036865235,0.6718333333333334,0.013913248129189431,0.0,0.004817099253493465,0.021311355203487703,0.006155615322613992,0.029767913208687987,0.007655934517309665,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,32,1.4935524463653564,0.0001,218.43301900227866,0.8411285693359375,0.6960866666666666,0.8465894927978516,0.6812333333333335,0.03031152973601539,0.0,0.005309408155341159,0.008365068651391305,0.0023685720029869043,0.018529023769362087,0.006213158080504104,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,33,1.6736574172973633,0.0001,218.4610850016276,0.8281860406494141,0.7031733333333333,0.8414475606282551,0.6853333333333333,0.14582292891830567,0.0,0.004909664073744336,0.017017700359517118,0.002867007731648665,0.014108109425972149,0.004473626418615405,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,34,1.550639549891154,0.0001,218.4894053141276,0.8171094073486328,0.7053866666666666,0.8324070220947265,0.6873999999999999,0.08564157280513743,0.0,0.006243443278407716,0.02595035110425077,0.008311686551677258,0.028126930663823213,0.008407139822793452,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,35,1.6012160380681355,0.0001,218.51627095540366,0.8052522680664063,0.70924,0.8278320485432943,0.6912333333333334,0.1168197553812499,0.0,0.0051030403633249245,0.00919772334879447,0.003867247082874272,0.012185510469076408,0.003937427248005159,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,36,1.7676247358322144,0.0001,218.54417419433594,0.7978321374511719,0.7114933333333333,0.8199747975667319,0.6926666666666667,0.04623564487063419,0.0,0.005183880245395207,0.017927702226759098,0.0058660492099310855,0.023103094704776686,0.009704294581953607,adabelief,0.0001,constant,0,none,none,none,none
name=adabelief:lr=0.0001:lr_schedule=constant:weight_decay=0,37,1.5444242159525554,0.0001,218.5718027750651,0.783478252360026,0.7171933333333333,0.8147251983642577,0.6943666666666667,0.09379705984313075,0.0,0.005999524825783483,0.0058516323811470174,0.004678689275142494,0.004720071423610708,0.003477547028198686,adabelief,0.0001,constant,0,none,none,none,none
